,title,authors,average_rating,language_code
343,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,eng
344,Monkey Business,Sarah Mlynowski,3.67,eng
345,Liar's Poker,Michael   Lewis,4.15,eng
346,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,eng
347,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,eng
348,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,eng
349,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,eng
350,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,eng
351,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,eng
352,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,eng
353,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,eng
354,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,eng
355,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,spa
356,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,eng
357,The Last Assassin (John Rain  #5),Barry Eisler,4.27,eng
358,Life of Pi,Yann Martel,3.91,eng
359,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,fre
360,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,eng
361,A Million Little Pieces,James Frey,3.65,eng
362,A Million Little Pieces of Feces,Python Bonkers,3.56,eng
363,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,eng
364,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,eng
365,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,eng
366,Leadership in Organizations,Gary Yukl,3.68,eng
367,Leadership,Rudolph W. Giuliani,3.72,eng
368,Men Are from Mars  Women Are from Venus,John Gray,3.55,eng
369,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,eng
370,Men Are from Mars  Women Are from Venus,John Gray,3.55,eng
371,How to Succeed with Women,Ron  Louis/David Copeland,3.76,eng
372,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng
373,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng
374,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,eng
375,Juiced Official Strategy Guide,Doug Walsh,0.0,eng
376,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,eng
377,Gates of Fire,Steven Pressfield,4.42,eng
378,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,eng
379,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,eng
380,The Afghan Campaign,Steven Pressfield,3.96,eng
381,Tides of War,Steven Pressfield,3.9,eng
382,Last of the Amazons,Steven Pressfield,3.76,eng
383,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4.0,eng
384,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,eng
385,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,eng
386,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,eng
387,Phaedrus,Plato/Robin Waterfield,3.92,eng
388,Phaedrus,Plato/C.J. Rowe,3.92,eng
389,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,eng
390,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,eng
391,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,eng
392,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,eng
393,Statesman,Plato/C.J. Rowe,3.85,eng
394,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,eng
395,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,eng
396,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,eng
397,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,eng
398,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,eng
399,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,eng
400,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,eng
401,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,eng
402,The History,Herodotus/Peter Grene,3.99,eng
403,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,eng
404,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,eng
405,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,eng
406,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,eng
407,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,eng
408,The Iliad,Homer/W.H.D. Rouse,3.86,eng
409,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,eng
410,The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,eng
411,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,eng
412,The Odyssey,Homer/Richmond Lattimore,3.76,eng
413,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,eng
414,The Odyssey,Homer/W.H.D. Rouse,3.76,eng
415,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,eng
416,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,mul
417,City Eclogue,Ed Roberson,4.13,eng
418,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,eng
419,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,eng
420,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,eng
421,The Complete Works,William Shakespeare,4.5,eng
422,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,eng
423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,eng
424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,eng
425,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,eng
426,Warrior of the Light,Paulo Coelho,3.7,eng
427,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,eng
428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,eng
429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,eng
430,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,eng
431,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,eng
432,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,eng
433,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,eng
434,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,eng
435,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,mul
436,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,eng
437,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,mul
438,The Peloponnesian War,Thucydides/Steven Lattimore,3.9,eng
439,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,eng
440,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,eng
441,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,eng
442,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,eng
443,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,eng
444,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,eng
445,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,eng
446,Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,eng
447,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4.0,eng
448,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,eng
449,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,eng
450,Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,mul
451,Medea,Euripides/Donald J. Mastronarde,3.87,grc
452,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,eng
453,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,eng
454,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,eng
455,The Trojan Women and Hippolytus,Euripides,3.63,eng
456,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,eng
457,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,eng
458,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,mul
459,Alcestis,Euripides/William Arrowsmith,3.83,eng
460,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,mul
461,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,eng
462,Euripides: Medea,William Allan,4.04,eng
463,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,eng
464,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,mul
465,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,mul
466,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,eng
467,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,eng
468,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,eng
469,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,eng
470,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,eng
471,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,eng
472,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,eng
473,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,eng
474,The Oresteia,Aeschylus/Ted Hughes,4.02,eng
475,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,eng
476,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.1,eng
477,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,eng
478,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,eng
479,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,eng
480,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,eng
481,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.1,eng
482,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,eng
483,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97,eng
484,The Complete Plays,Sophocles/Paul Roche,4.27,eng
485,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,eng
486,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,eng
487,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,eng
488,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97,eng
489,Electra and Other Plays,Sophocles/E.F. Watling,4.14,eng
490,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,eng
491,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,eng
492,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,eng
493,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,grc
494,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,eng
495,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,eng
496,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94,eng
497,The Complete Plays,Aristophanes/Moses Hadas,4.21,eng
498,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83,eng
499,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,3.77,eng
500,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,3.95,eng
501,Acharnians,Aristophanes/Jeffrey Henderson,3.42,eng
502,Clouds,Aristophanes/Kenneth James Dover,3.75,eng
503,Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,4.07,grc
504,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,3.94,eng
505,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,4.03,eng
506,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,4.21,grc
507,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.8,eng
508,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,eng
509,Lysistrata,Aristophanes/Douglass Parker,3.85,eng
510,Peace,Aristophanes/S. Douglas Olson,3.6,eng
511,Lysistrata,Aristophanes/Sarah Ruden,3.85,eng
512,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,3.69,eng
513,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,eng
514,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,eng
515,The Night Gardener,George Pelecanos,3.64,eng
516,Twelfth Night,William Shakespeare,3.98,eng
517,Brokeback Mountain,Annie Proulx,3.94,eng
518,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,eng
519,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,3.46,eng
520,Formas breves,Ricardo Piglia,4.17,spa
521,El último lector,Ricardo Piglia,4.14,spa
522,Money to Burn,Ricardo Piglia/Amanda Hopkinson,3.76,eng
523,Respiración artificial,Ricardo Piglia,3.96,spa
524,Plata quemada,Ricardo Piglia,3.76,spa
525,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,2.83,eng
526,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,eng
527,El túnel,Ernesto Sabato,4.05,spa
528,The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,3.92,eng
529,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92,eng
530,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,4.04,eng
531,Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,eng
532,On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,4.03,eng
533,Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,3.92,eng
534,Saint Augustine,Garry Wills,3.55,eng
535,Augustine: A Very Short Introduction,Henry Chadwick,3.71,eng
536,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,3.94,eng
537,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07,eng
538,Confesiones de un chef,Anthony Bourdain,4.07,spa
539,The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,4.05,eng
540,Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05,eng
541,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,eng
542,Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,4.27,eng
543,Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,4.32,eng
544,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,4.36,eng
545,The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,4.02,eng
546,The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,4.12,eng
547,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,4.52,eng
548,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42,eng
549,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,4.08,eng
550,Tibullus: A Commentary,Michael C.J. Putnam,3.71,eng
551,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,eng
552,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,eng
553,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,eng
554,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,4.07,eng
555,The Iliad,Homer/Robert Fitzgerald,3.86,eng
556,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.79,eng
557,Reading Greek Tragedy,Simon Goldhill,4.12,eng
558,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.4,eng
559,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.73,eng
560,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.42,eng
561,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,4.06,eng
562,Them: Adventures with Extremists,Jon Ronson,3.95,eng
563,The Men Who Stare at Goats,Jon Ronson,3.61,eng
564,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03,eng
565,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,eng
566,Into the Wild,Jon Krakauer,3.98,eng
567,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,eng
568,Wild Swans: Three Daughters of China,Jung Chang,4.26,eng
569,Wild Fire (John Corey  #4),Nelson DeMille,4.01,eng
570,Born to Be Wild,Catherine Coulter,3.78,eng
571,The Call of the Wild,Jack London/Avi,3.86,eng
572,Wild About Books,Judy Sierra/Marc Brown,4.17,eng
573,In Web Design for Libraries,Charles P. Rubenstein,2.67,eng
574,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,eng
575,The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,4.04,eng
576,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,4.04,eng
577,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08,eng
578,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,4.45,eng
579,Pride and Prejudice,Jane Austen,4.26,eng
580,Pride & Prejudice,Jane Austen/Vivien Jones,4.26,eng
581,Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,4.26,eng
582,Pride and Prejudice,Jane Austen/Carol Howard,4.26,eng
583,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.0,eng
584,Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,3.71,eng
585,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,eng
586,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,4.01,eng
587,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,eng
588,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68,spa
589,The Avalanche Handbook,David McClung/Peter Schaerer,4.07,eng
590,Avalanche,Arthur J. Roth,3.65,eng
591,Little Women,Louisa May Alcott,4.07,eng
